appln_id,IPC,earliest_filing_year,Company
475380313,B24B,2016,goldwind
475538234,F15B,2016,goldwind
475572297,B29C,2016,goldwind
475572297,B29L,2016,goldwind
475572837,H02G,2016,goldwind
475580490,F03D,2016,goldwind
475583559,F03D,2016,goldwind
475583559,B66C,2016,goldwind
475769929,H01R,2016,goldwind
475772655,G01N,2016,goldwind
475773997,F16L,2016,goldwind
475776699,F03D,2016,goldwind
475935383,F03D,2016,goldwind
475947287,G01D,2016,goldwind
475947287,H02K,2016,goldwind
476032493,G01B,2016,goldwind
476034104,B29C,2016,goldwind
476034496,F03D,2016,goldwind
476059306,B29C,2016,goldwind
476061254,B29C,2016,goldwind
476176938,F03D,2016,goldwind
476182122,G01N,2016,goldwind
476182938,G05B,2016,goldwind
476183372,F03D,2016,goldwind
476193307,F16D,2016,goldwind
476397276,G01L,2016,goldwind
476526788,G01N,2016,goldwind
476577482,F03D,2016,goldwind
476600577,B29C,2016,goldwind
476600577,B29L,2016,goldwind
476603271,B29L,2016,goldwind
476603271,B29C,2016,goldwind
476609265,F16L,2016,goldwind
476609265,H02G,2016,goldwind
476611592,H02G,2016,goldwind
476643130,F03D,2016,goldwind
476681686,H05B,2016,goldwind
476681686,B29C,2016,goldwind
476690936,B01D,2016,goldwind
476709518,G01R,2016,goldwind
476709518,G05B,2016,goldwind
476716714,F03D,2016,goldwind
476716874,H01F,2016,goldwind
476717550,H02J,2016,goldwind
476717588,H02G,2016,goldwind
476727485,B66C,2016,goldwind
476728357,B23P,2016,goldwind
476728357,F03D,2016,goldwind
476734560,G05B,2016,goldwind
476981427,F16D,2016,goldwind
476981427,F03D,2016,goldwind
476982689,H05K,2016,goldwind
476982689,H02M,2016,goldwind
477208040,G01H,2016,goldwind
477208040,G01M,2016,goldwind
477217602,F03D,2016,goldwind
477218404,F03D,2016,goldwind
477218404,B66C,2016,goldwind
477224829,H02M,2016,goldwind
477224829,H03H,2016,goldwind
477435030,H02K,2016,goldwind
477435200,G01D,2016,goldwind
477435200,H02K,2016,goldwind
477652961,H02H,2016,goldwind
477719214,H02G,2016,goldwind
477719214,F03D,2016,goldwind
477957520,G01R,2016,goldwind
477957804,H02M,2016,goldwind
477958992,G01R,2016,goldwind
477963717,F03D,2015,goldwind
477963717,H02K,2015,goldwind
477987427,G05F,2016,goldwind
477990596,B05C,2016,goldwind
477999841,F03D,2016,goldwind
478000789,G01P,2016,goldwind
478000789,F03D,2016,goldwind
478002025,F03D,2016,goldwind
478004589,B23P,2016,goldwind
478004589,F03D,2016,goldwind
478006338,F03D,2016,goldwind
478006488,F03D,2016,goldwind
478006488,F16J,2016,goldwind
478006488,F16C,2016,goldwind
478007929,G01B,2016,goldwind
478009327,G01R,2016,goldwind
478009431,G01R,2016,goldwind
478010509,H02J,2016,goldwind
478010509,H02M,2016,goldwind
478011049,B66C,2016,goldwind
478104225,H02J,2016,goldwind
478110893,B25B,2016,goldwind
478111670,F03D,2016,goldwind
478177374,F03D,2016,goldwind
478553930,B66B,2016,goldwind
478561576,G01B,2016,goldwind
478577885,H01B,2016,goldwind
478834099,F16G,2015,goldwind
478834099,F03D,2015,goldwind
478834099,F16B,2015,goldwind
478834719,F16G,2015,goldwind
478968199,H02K,2016,goldwind
478971069,F16L,2016,goldwind
478971179,F16M,2016,goldwind
478972995,H02G,2016,goldwind
478973011,H01H,2016,goldwind
478976304,H02G,2016,goldwind
479062881,H02K,2016,goldwind
479065761,G01N,2016,goldwind
479077566,B66D,2016,goldwind
479290653,F03D,2016,goldwind
479290653,H02G,2016,goldwind
479290891,B22C,2016,goldwind
479290921,F03D,2016,goldwind
479290971,F03D,2016,goldwind
479291909,G01N,2016,goldwind
479292033,H02K,2016,goldwind
479292069,H01B,2016,goldwind
479292219,F03D,2016,goldwind
479292405,B66F,2016,goldwind
479292433,H05K,2016,goldwind
479292433,H02M,2016,goldwind
479292455,H02H,2016,goldwind
479292623,H02K,2016,goldwind
479293305,G05D,2016,goldwind
479294618,F03D,2016,goldwind
479294840,F16J,2016,goldwind
479295348,F24J,2016,goldwind
479295348,F03G,2016,goldwind
479295482,H04L,2016,goldwind
479296208,B25B,2016,goldwind
479296760,B65H,2016,goldwind
479297558,F03D,2016,goldwind
479297770,F03D,2016,goldwind
479402607,B29C,2016,goldwind
479402607,B29L,2016,goldwind
479402607,F03D,2016,goldwind
479403683,G01C,2016,goldwind
479404497,G01L,2016,goldwind
479409073,B23P,2016,goldwind
479409565,G01R,2016,goldwind
479410519,F03D,2016,goldwind
479410519,G06Q,2016,goldwind
479410519,G06F,2016,goldwind
479414430,F03D,2016,goldwind
479414430,E02D,2016,goldwind
479416700,F03D,2016,goldwind
479416899,G01N,2016,goldwind
479418178,G05B,2016,goldwind
479418698,F03D,2016,goldwind
479420579,F03D,2016,goldwind
479420579,H02K,2016,goldwind
479421621,G01R,2016,goldwind
479422563,B05C,2017,goldwind
479428888,F03D,2016,goldwind
479430390,G01R,2016,goldwind
479430414,G01M,2016,goldwind
479430414,F03D,2016,goldwind
479433593,G01R,2016,goldwind
479434899,F03D,2016,goldwind
479437382,F16D,2016,goldwind
479437704,B29L,2016,goldwind
479437704,B29C,2016,goldwind
479438548,H02G,2016,goldwind
479438548,F03D,2016,goldwind
479438582,F03D,2016,goldwind
479439110,G01R,2016,goldwind
479439110,F03D,2016,goldwind
479440316,G01R,2016,goldwind
479440714,G01L,2016,goldwind
479440714,G01D,2016,goldwind
479440714,G01K,2016,goldwind
479440926,G01R,2016,goldwind
479441776,G01M,2016,goldwind
479441926,G05B,2016,goldwind
479441926,F03D,2016,goldwind
479442954,G01R,2016,goldwind
479443880,G01M,2016,goldwind
479473638,G01L,2016,goldwind
479474752,F03D,2016,goldwind
479474794,F03D,2016,goldwind
479474794,E04G,2016,goldwind
479475570,F03D,2016,goldwind
479475786,G05D,2016,goldwind
479526916,G01R,2016,goldwind
479543148,F03D,2016,goldwind
479548284,F03D,2016,goldwind
479548500,G01N,2016,goldwind
479548500,F03D,2016,goldwind
479579524,G08C,2016,goldwind
479579524,G05B,2016,goldwind
479583531,G01M,2016,goldwind
479583531,F03D,2016,goldwind
479584975,F03D,2016,goldwind
479588267,F03D,2016,goldwind
479593373,H02K,2016,goldwind
479603523,F03D,2016,goldwind
479604641,F03D,2016,goldwind
479605243,F03D,2016,goldwind
479605863,F15B,2016,goldwind
479605863,G01M,2016,goldwind
479616903,F03D,2017,goldwind
479616903,B23D,2017,goldwind
479625166,F03D,2016,goldwind
479634610,F03D,2016,goldwind
479634610,F16H,2016,goldwind
479645502,F03D,2016,goldwind
479645502,B66C,2016,goldwind
479646586,B05B,2016,goldwind
479646586,B05D,2016,goldwind
479647220,B66C,2016,goldwind
479647504,H02J,2016,goldwind
479647568,G06F,2016,goldwind
479648172,B23P,2016,goldwind
479649700,B05C,2016,goldwind
479649954,F03D,2016,goldwind
479650572,H05K,2016,goldwind
479651460,H02J,2016,goldwind
479651460,H02M,2016,goldwind
479652100,H02K,2016,goldwind
479652294,F03D,2016,goldwind
479667484,G05B,2016,goldwind
479668432,H01R,2016,goldwind
479668432,H02M,2016,goldwind
479670118,B05B,2016,goldwind
479670118,F03D,2016,goldwind
479678256,G01B,2016,goldwind
479687815,F03D,2017,goldwind
479704982,F03D,2016,goldwind
479706348,H02K,2016,goldwind
479706662,F03D,2016,goldwind
479709095,G01M,2016,goldwind
479710525,F03D,2016,goldwind
479768715,F16B,2016,goldwind
479768715,G01L,2016,goldwind
479768833,B23P,2016,goldwind
479769655,F03D,2016,goldwind
479769797,F03D,2016,goldwind
479769797,H02J,2016,goldwind
479770814,F16L,2016,goldwind
479796329,H02J,2016,goldwind
479886054,B05B,2016,goldwind
479886054,B08B,2016,goldwind
479891239,B05C,2016,goldwind
479892603,B25H,2016,goldwind
479895461,E06B,2016,goldwind
479895461,E05F,2016,goldwind
479895461,E05D,2016,goldwind
479895461,E05C,2016,goldwind
479897097,G01N,2016,goldwind
479897429,H02M,2016,goldwind
479897729,H02G,2016,goldwind
480086847,F16L,2016,goldwind
480086847,H05K,2016,goldwind
480087307,G01B,2016,goldwind
480087307,G01C,2016,goldwind
480089125,F03D,2016,goldwind
480090039,B25B,2016,goldwind
480090139,G01C,2016,goldwind
480090139,G01B,2016,goldwind
480090153,B66C,2016,goldwind
480090799,H02M,2016,goldwind
480091893,E06B,2016,goldwind
480094277,F16L,2016,goldwind
480094685,H01R,2016,goldwind
480094799,H02M,2016,goldwind
480094799,H02P,2016,goldwind
480094799,H05K,2016,goldwind
480169864,B25B,2016,goldwind
480173629,H02M,2016,goldwind
480173629,H05K,2016,goldwind
480185408,F16C,2015,goldwind
480369384,B66F,2016,goldwind
480370491,H05K,2016,goldwind
480371003,H02G,2016,goldwind
480441415,H02K,2016,goldwind
480441555,H02J,2016,goldwind
480441555,F03D,2016,goldwind
480441637,H02K,2016,goldwind
480441845,H02G,2016,goldwind
480441911,H02K,2016,goldwind
480445301,B26D,2016,goldwind
480448521,H02G,2016,goldwind
480448699,H02K,2016,goldwind
480448699,H02M,2016,goldwind
480449117,F03D,2016,goldwind
480449117,H02G,2016,goldwind
480449277,B62D,2016,goldwind
480449277,F03D,2016,goldwind
480450161,B05B,2016,goldwind
480575781,B25B,2016,goldwind
480577015,F03D,2016,goldwind
480577139,F03D,2016,goldwind
480577233,G01B,2016,goldwind
480579685,F03D,2016,goldwind
480581443,H02M,2016,goldwind
480581607,H02B,2016,goldwind
480581811,H02K,2016,goldwind
480581841,H02M,2016,goldwind
480581841,H05K,2016,goldwind
480586849,G05B,2016,goldwind
480637930,F03D,2016,goldwind
480638458,F03D,2016,goldwind
480638550,F03D,2016,goldwind
480639416,B08B,2016,goldwind
480639416,E04H,2016,goldwind
480639580,G06F,2016,goldwind
480640042,F03D,2016,goldwind
480640748,F03D,2016,goldwind
480708749,H02K,2017,goldwind
480720716,F03D,2017,goldwind
480759576,E04H,2016,goldwind
480759578,F03D,2016,goldwind
480759666,F03D,2016,goldwind
480759954,F03D,2016,goldwind
480760091,G01R,2016,goldwind
480760409,F16J,2016,goldwind
480760409,F03D,2016,goldwind
480760781,F16N,2016,goldwind
480760781,F16H,2016,goldwind
480761575,F16C,2016,goldwind
480772289,G01B,2017,goldwind
480827732,G06K,2017,goldwind
480827732,G06Q,2017,goldwind
480845209,F03D,2017,goldwind
480845903,F16F,2017,goldwind
480845903,F03D,2017,goldwind
480889937,H02G,2017,goldwind
480889937,F03D,2017,goldwind
480889937,H05K,2017,goldwind
480892405,F03D,2017,goldwind
481096850,F03D,2016,goldwind
481097624,F03D,2016,goldwind
481097624,F16C,2016,goldwind
481097806,F03D,2016,goldwind
481097968,F03D,2016,goldwind
481098564,B44B,2016,goldwind
481098738,F03D,2016,goldwind
481098850,H02G,2016,goldwind
481100639,F03D,2016,goldwind
481106805,F03D,2016,goldwind
481106805,H02P,2016,goldwind
481106913,H02G,2016,goldwind
481109760,F16B,2016,goldwind
481340040,F03D,2016,goldwind
481340344,F03D,2016,goldwind
481340704,B25B,2016,goldwind
481342712,B66C,2016,goldwind
481347039,H05B,2016,goldwind
481347039,G01P,2016,goldwind
481348334,F03D,2016,goldwind
481348334,E06C,2016,goldwind
481348600,F03D,2016,goldwind
481349066,F04D,2016,goldwind
481349516,F15B,2016,goldwind
481349516,F03D,2016,goldwind
481563712,H02G,2016,goldwind
481563878,G01P,2016,goldwind
481563878,G01H,2016,goldwind
481563878,F03D,2016,goldwind
481568240,F03D,2016,goldwind
481568240,E06C,2016,goldwind
481572592,H01R,2016,goldwind
481612528,B66C,2017,goldwind
481622534,G01M,2017,goldwind
481624514,H02J,2017,goldwind
481666237,E02D,2017,goldwind
481881320,H01R,2016,goldwind
481888389,B05D,2016,goldwind
482043072,F03D,2016,goldwind
482225436,H02K,2017,goldwind
482232069,G01B,2017,goldwind
482232069,F03D,2017,goldwind
482260418,F03D,2017,goldwind
482333753,F03D,2016,goldwind
482415242,F03D,2016,goldwind
482415242,G01B,2016,goldwind
482416770,G05D,2016,goldwind
482419603,H02K,2016,goldwind
482422425,H05K,2016,goldwind
482422425,G05D,2016,goldwind
482429781,H02M,2017,goldwind
482499342,B23P,2016,goldwind
482518683,G01R,2017,goldwind
482530898,F03D,2016,goldwind
482536133,F03D,2017,goldwind
482661682,G06F,2017,goldwind
482661682,H02J,2017,goldwind
482675770,H05K,2017,goldwind
482686506,G01R,2016,goldwind
482770682,H02K,2017,goldwind
482801562,B29C,2017,goldwind
482801562,F03D,2017,goldwind
482839611,B05D,2016,goldwind
482839611,B05B,2016,goldwind
482922879,H02G,2017,goldwind
483254708,F03D,2017,goldwind
483254708,H02G,2017,goldwind
483264377,E05F,2017,goldwind
483264377,F03D,2017,goldwind
483348385,F03D,2016,goldwind
483355250,H05K,2017,goldwind
483635978,H02M,2016,goldwind
483656746,H02J,2017,goldwind
483723068,F03D,2017,goldwind
483760355,G01R,2016,goldwind
483828895,F03D,2017,goldwind
483906401,F03D,2017,goldwind
484055634,F03D,2016,goldwind
484074751,H02M,2017,goldwind
484109318,H02K,2017,goldwind
484301801,F03D,2017,goldwind
484310966,F16D,2016,goldwind
484310982,F16L,2016,goldwind
484311132,G01N,2016,goldwind
484396418,F03D,2016,goldwind
484426009,G01C,2017,goldwind
484426009,G01S,2017,goldwind
484598957,G01R,2016,goldwind
484602265,G01N,2016,goldwind
484643840,F03D,2017,goldwind
484666625,G01D,2017,goldwind
484666625,F03D,2017,goldwind
484817472,H01R,2017,goldwind
484897766,F03D,2017,goldwind
484910783,B25B,2017,goldwind
485106020,G01P,2016,goldwind
485120675,F03D,2017,goldwind
485274478,F03D,2017,goldwind
485332369,F03D,2017,goldwind
485332369,F16F,2017,goldwind
485424253,B23P,2017,goldwind
485425307,B25J,2017,goldwind
485446800,G01K,2017,goldwind
485572145,F03D,2016,goldwind
485573731,F03D,2016,goldwind
485705895,H02M,2017,goldwind
485711730,F16H,2017,goldwind
485711730,F03D,2017,goldwind
485712154,F03D,2017,goldwind
485713706,G01M,2017,goldwind
485714375,G01P,2017,goldwind
485714375,G01B,2017,goldwind
485714509,H02J,2017,goldwind
485714509,F15B,2017,goldwind
485749558,H02G,2016,goldwind
485836830,G01R,2016,goldwind
485836830,G01D,2016,goldwind
485839451,F16D,2017,goldwind
485850087,G06K,2017,goldwind
485850087,F03D,2017,goldwind
485852879,G06F,2017,goldwind
485852879,H04L,2017,goldwind
485945690,H05K,2016,goldwind
485948330,H01F,2017,goldwind
485948330,F03D,2017,goldwind
485949083,G01R,2017,goldwind
485954625,E02D,2017,goldwind
485999515,H01G,2016,goldwind
486070341,F03D,2017,goldwind
486070341,H02G,2017,goldwind
486153867,F03D,2016,goldwind
486160759,G06K,2017,goldwind
486160759,F03D,2017,goldwind
486173809,G01N,2017,goldwind
486191913,F03D,2017,goldwind
486415091,G01R,2017,goldwind
486432062,F03D,2017,goldwind
486449682,F03D,2017,goldwind
486488414,F03D,2016,goldwind
486501528,B23P,2017,goldwind
486512101,F03D,2017,goldwind
486516998,B23P,2017,goldwind
486520616,F03D,2017,goldwind
486521068,B05D,2017,goldwind
486521068,B05C,2017,goldwind
486529965,F03D,2017,goldwind
486599405,H02P,2016,goldwind
486599405,H02J,2016,goldwind
486599405,H02K,2016,goldwind
486600165,F03D,2016,goldwind
486623223,B23Q,2017,goldwind
486627086,G05B,2017,goldwind
486639005,B25B,2017,goldwind
486843136,F03D,2017,goldwind
486843136,B29C,2017,goldwind
486860930,F03D,2017,goldwind
486862378,B66F,2017,goldwind
486887128,H02K,2017,goldwind
486955273,F24H,2016,goldwind
486955273,B23P,2016,goldwind
486955275,C21D,2016,goldwind
486955317,G05D,2016,goldwind
486955325,C21D,2016,goldwind
487088983,F16D,2016,goldwind
487090273,F03D,2016,goldwind
487090273,G01N,2016,goldwind
487090273,G01B,2016,goldwind
487125888,A42B,2016,goldwind
487126271,H02B,2016,goldwind
487140671,F03D,2017,goldwind
487144103,H02G,2017,goldwind
487144103,F03D,2017,goldwind
487145507,F03D,2017,goldwind
487147265,B66C,2017,goldwind
487153365,G01R,2017,goldwind
487244259,G05B,2016,goldwind
487251414,G06K,2017,goldwind
487251414,G06N,2017,goldwind
487254212,G06N,2017,goldwind
487254212,G06Q,2017,goldwind
487259309,F03D,2017,goldwind
487259387,F03D,2017,goldwind
487270431,H01R,2016,goldwind
487270431,H02B,2016,goldwind
487271379,A01M,2016,goldwind
487299402,H02K,2017,goldwind
487456041,F03D,2017,goldwind
487457774,H02K,2017,goldwind
487465065,F03D,2017,goldwind
487466040,G01R,2017,goldwind
487471208,H02K,2017,goldwind
487560740,F03D,2017,goldwind
487879626,F03D,2017,goldwind
487879626,G06F,2017,goldwind
487919483,H02G,2017,goldwind
487925845,F03D,2017,goldwind
487927447,F03D,2017,goldwind
487927479,G05B,2017,goldwind
487927479,F03D,2017,goldwind
487928015,B01D,2017,goldwind
487928337,B65H,2017,goldwind
487989411,F03D,2016,goldwind
487994990,F03D,2017,goldwind
488021731,G01N,2016,goldwind
488022809,H02K,2016,goldwind
488023825,G01N,2016,goldwind
488047405,F16B,2017,goldwind
488048661,F03D,2017,goldwind
488073374,G01B,2017,goldwind
488083733,G01N,2017,goldwind
488145810,F03D,2017,goldwind
488145816,F03D,2017,goldwind
488145816,E02D,2017,goldwind
488226296,F03D,2017,goldwind
488238276,F16B,2017,goldwind
488241202,F03D,2017,goldwind
488241202,H02G,2017,goldwind
488241457,F16J,2017,goldwind
488241457,F03D,2017,goldwind
488244730,H02M,2017,goldwind
488362282,F03D,2017,goldwind
488875706,F03D,2017,goldwind
488875706,B63B,2017,goldwind
488875758,G05B,2017,goldwind
488883722,H02J,2016,goldwind
488888596,B23P,2017,goldwind
488939725,G06Q,2017,goldwind
489404011,G01R,2016,goldwind
489417285,B25J,2017,goldwind
489417285,B05C,2017,goldwind
489462147,B29C,2017,goldwind
489462147,F03D,2017,goldwind
489468625,G06Q,2017,goldwind
489468625,G06N,2017,goldwind
489474610,G06F,2017,goldwind
489476452,G01R,2017,goldwind
489478472,G01N,2017,goldwind
489484710,H02K,2017,goldwind
489580396,F03D,2017,goldwind
489581328,F03D,2017,goldwind
489583778,G06Q,2017,goldwind
489584064,B29L,2017,goldwind
489584064,F03D,2017,goldwind
489584064,B29C,2017,goldwind
489590872,F03D,2017,goldwind
489591344,G06F,2017,goldwind
489652271,B65D,2017,goldwind
489658210,G06Q,2017,goldwind
489680211,F03D,2017,goldwind
489689161,F03D,2016,goldwind
489693067,B29C,2017,goldwind
489693067,B29L,2017,goldwind
489714773,F03D,2016,goldwind
489716566,G05D,2016,goldwind
489716566,G01M,2016,goldwind
489718682,F03D,2017,goldwind
489718682,H01R,2017,goldwind
489755554,F03D,2017,goldwind
489756643,B66C,2017,goldwind
489756787,H04L,2017,goldwind
489759835,F03D,2017,goldwind
489759835,B66B,2017,goldwind
489765785,F03D,2017,goldwind
489778636,G01B,2017,goldwind
489841849,G06T,2017,goldwind
489841849,G06K,2017,goldwind
489841849,F03D,2017,goldwind
489842445,F16D,2017,goldwind
490122676,G06Q,2017,goldwind
490122676,G06F,2017,goldwind
490122676,G01R,2017,goldwind
490136074,G06F,2017,goldwind
490139807,F03D,2017,goldwind
490474474,G01R,2017,goldwind
490479718,H02K,2017,goldwind
490480194,B25B,2017,goldwind
490480194,G05B,2017,goldwind
490480194,B23P,2017,goldwind
490511701,H02S,2017,goldwind
490511701,G05D,2017,goldwind
490691688,F03D,2017,goldwind
490869386,F03D,2016,goldwind
490874339,F03D,2016,goldwind
490874569,F03D,2016,goldwind
490874623,F03D,2016,goldwind
490874903,F03D,2016,goldwind
490876795,F03D,2016,goldwind
490896632,H03M,2017,goldwind
490896632,G06F,2017,goldwind
491099187,H02J,2017,goldwind
491137224,H02G,2017,goldwind
491137224,F03D,2017,goldwind
491137224,H05K,2017,goldwind
491138259,F03D,2017,goldwind
491141751,F03D,2017,goldwind
491147646,H02H,2017,goldwind
491261626,F03D,2016,goldwind
491273424,H02K,2017,goldwind
491273574,F03D,2017,goldwind
491273574,F16N,2017,goldwind
491273574,F16H,2017,goldwind
491280457,F03D,2017,goldwind
491285288,G01R,2017,goldwind
491285553,F03D,2017,goldwind
491285804,F03D,2017,goldwind
491307905,F03D,2017,goldwind
491357694,F16H,2017,goldwind
491357694,F03D,2017,goldwind
491370055,G06Q,2016,goldwind
491370055,G01C,2016,goldwind
491370664,G06Q,2016,goldwind
491371406,F03D,2016,goldwind
491373119,F03D,2016,goldwind
491373868,F02N,2016,goldwind
491373868,F02M,2016,goldwind
491394760,G06F,2016,goldwind
491395619,F03D,2016,goldwind
491396205,F03D,2016,goldwind
491396612,G06T,2016,goldwind
491396879,H02J,2016,goldwind
491402648,F03D,2017,goldwind
491402648,B65G,2017,goldwind
491412428,H02M,2017,goldwind
491431435,B08B,2017,goldwind
491455182,F03D,2017,goldwind
491455257,F03D,2017,goldwind
491463079,E02D,2017,goldwind
491478142,F16C,2017,goldwind
491513704,B29C,2017,goldwind
491513704,B29L,2017,goldwind
491514756,F03D,2017,goldwind
491527843,H02G,2017,goldwind
491527843,F03D,2017,goldwind
491529417,F03D,2017,goldwind
491539142,F03D,2017,goldwind
491541434,B66C,2017,goldwind
491541434,F03D,2017,goldwind
491542392,F03D,2017,goldwind
491544541,H01R,2017,goldwind
491635570,G01R,2016,goldwind
491637698,G01R,2016,goldwind
491641674,F03D,2016,goldwind
491641674,G08B,2016,goldwind
491651458,H02J,2017,goldwind
491651730,F03D,2017,goldwind
491683415,H03M,2017,goldwind
491683415,G06F,2017,goldwind
491885960,F03D,2017,goldwind
491888151,F03D,2017,goldwind
491888151,B66F,2017,goldwind
491888482,F16B,2017,goldwind
491888891,H01R,2017,goldwind
491895969,F03D,2017,goldwind
491901320,F03D,2017,goldwind
491903130,F03D,2017,goldwind
491920653,F03D,2017,goldwind
491920653,E06B,2017,goldwind
491926729,B66C,2017,goldwind
491926729,F03D,2017,goldwind
491936456,H02J,2017,goldwind
491979028,F03D,2014,goldwind
492009812,F03D,2017,goldwind
492009812,G01N,2017,goldwind
492022612,F03D,2017,goldwind
492031724,F03D,2017,goldwind
492035896,F03D,2017,goldwind
492199973,B29C,2017,goldwind
492199973,B29L,2017,goldwind
492216367,H02K,2017,goldwind
492218733,F03D,2017,goldwind
492247022,G06F,2017,goldwind
492254663,F03D,2017,goldwind
492255437,B28B,2017,goldwind
492255437,E04H,2017,goldwind
492255437,F03D,2017,goldwind
492308980,G01P,2017,goldwind
492315684,F03D,2017,goldwind
492322767,G01N,2017,goldwind
492334060,C25D,2017,goldwind
492443031,G01R,2017,goldwind
492446050,E02D,2017,goldwind
492484783,B22C,2017,goldwind
492582449,H02B,2017,goldwind
492589012,F03D,2017,goldwind
492591760,B01F,2017,goldwind
492591760,B05C,2017,goldwind
492592826,F03D,2017,goldwind
492598423,G01R,2017,goldwind
492604546,F03D,2016,goldwind
492731382,G01P,2016,goldwind
492733542,G06F,2016,goldwind
492733542,F03D,2016,goldwind
492733542,G06Q,2016,goldwind
492738376,H02M,2017,goldwind
492738376,H02J,2017,goldwind
492740850,H02K,2017,goldwind
492752640,G06F,2017,goldwind
492759226,E02D,2017,goldwind
492770871,F03D,2017,goldwind
492875246,G01R,2017,goldwind
492875246,G01H,2017,goldwind
493033950,G01P,2017,goldwind
493033950,G01B,2017,goldwind
493039749,H05B,2017,goldwind
493039749,B23P,2017,goldwind
493039749,F03D,2017,goldwind
493041807,F03D,2017,goldwind
493053452,H01G,2017,goldwind
493053808,H02M,2017,goldwind
493054040,H01L,2017,goldwind
493066039,F03D,2017,goldwind
493076284,F03D,2017,goldwind
493077796,G01M,2017,goldwind
493078861,F03D,2017,goldwind
493078891,F03D,2017,goldwind
493080093,B65H,2017,goldwind
493082085,H02K,2017,goldwind
493122207,G06F,2017,goldwind
493186248,H02P,2016,goldwind
493186248,F03D,2016,goldwind
493199310,A62B,2017,goldwind
493199310,F03D,2017,goldwind
493356859,H01G,2017,goldwind
493356859,H01R,2017,goldwind
493358615,F03D,2017,goldwind
493358837,H02B,2017,goldwind
493363331,E04C,2017,goldwind
493379003,H02G,2017,goldwind
493379003,F03D,2017,goldwind
493380455,F03D,2017,goldwind
493408215,B25H,2017,goldwind
493408287,H02J,2017,goldwind
493412479,H02J,2017,goldwind
493412479,H02M,2017,goldwind
493412519,H02G,2017,goldwind
493412519,F03D,2017,goldwind
493413571,F03D,2017,goldwind
493422771,H02K,2017,goldwind
493475741,F03D,2016,goldwind
493488398,G06F,2017,goldwind
493501049,F03D,2017,goldwind
493625495,G01N,2017,goldwind
493627870,F03D,2017,goldwind
493628700,H02M,2017,goldwind
493628700,G01R,2017,goldwind
493629838,F03D,2017,goldwind
493639880,E02D,2017,goldwind
493639880,E04B,2017,goldwind
493660502,H02K,2017,goldwind
493673290,H01R,2017,goldwind
495683867,G01L,2016,goldwind
496042596,H02J,2016,goldwind
496381078,G01L,2016,goldwind
